name,id,top_category,rating,review_count,postal_code
,,,,,
Lucha Lucha,lucha-lucha-brooklyn-2,mexican,4.5,160,11216
,,,,,
Taylormade Jamaican Eatery,taylormade-jamaican-eatery-clinton-hill,caribbean,4.5,23,11238
,,,,,
Eastwick,eastwick-brooklyn,newamerican,4,190,11206
,,,,,
19 Cafe,19-cafe-new-york,coffee,4.5,60,11206
,,,,,
Sweet Science,sweet-science-brooklyn,bars,4,289,11206
,,,,,
Samurai Papa,samurai-papa-brooklyn-2,ramen,4.5,132,11206
,,,,,
The Brooklyn Tree,the-brooklyn-tree-brooklyn-2,tradamerican,5,22,11206
,,,,,
Win Son,win-son-brooklyn-4,taiwanese,4.5,57,11206
,,,,,
the TOPAZ,the-topaz-east-williamsburg,bars,5,47,11206
,,,,,
Nam Nam,nam-nam-brooklyn-2,vietnamese,4.5,361,11206
,,,,,
Healthy Choice Kitchen,healthy-choice-kitchen-brooklyn,mideastern,4,68,11206
,,,,,
Champs Diner,champs-diner-brooklyn,vegan,4,750,11206
,,,,,
Brooklyn Ball Factory,brooklyn-ball-factory-brooklyn,cafes,4.5,77,11206
,,,,,
New Mexico Place,new-mexico-place-brooklyn,mexican,3.5,150,11226
,,,,,
Testo,testo-brooklyn,italian,4.5,135,11206
,,,,,
Newtown,newtown-brooklyn-2,vegetarian,4.5,93,11206
,,,,,
The Anchored Inn,the-anchored-inn-brooklyn,bars,4,121,11206
,,,,,
Roberta's,robertas-brooklyn-2,pizza,4,1919,11206
,,,,,
Moku Moku,moku-moku-east-williamsburg,japanese,4.5,54,11206
,,,,,
983-Bushwick's Living Room,983-bushwicks-living-room-brooklyn,comfortfood,4,276,11206
,,,,,
Hello Bklyn,hello-bklyn-williamsburg-2,bars,4,118,11211
,,,,,
Masha and The Bear,masha-and-the-bear-brooklyn,russian,4.5,113,11211
,,,,,
East Market Diner,east-market-diner-brooklyn,breakfast_brunch,4,27,11207
,,,,,
Tavares Restaurant,tavares-restaurant-brooklyn,latin,3.5,25,11208
,,,,,
Sal & Paul's Pizzeria,sal-and-pauls-pizzeria-brooklyn,pizza,4,24,11212
,,,,,
Caterina Pizza,caterina-pizza-brooklyn,pizza,4,33,11208
,,,,,
Jay's,jays-brooklyn,restaurants,4.5,5,11233
,,,,,
Smashburger,smashburger-brooklyn-4,burgers,3.5,105,11239
,,,,,
Armando's Pizza,armandos-pizza-brooklyn-4,italian,4,39,11236
,,,,,
Aztec Soul,aztec-soul-brooklyn,mexican,4.5,16,11208
,,,,,
Pizza Studio,pizza-studio-east-new-york,pizza,4.5,35,11239
,,,,,
Salud Bar & Grill,salud-bar-and-grill-brooklyn,latin,4.5,108,11207
,,,,,
Tandoori Masala,tandoori-masala-brooklyn,indpak,4,97,11207
,,,,,
Bread Love,bread-love-bedford-stuyvesant,salad,4.5,88,11233
,,,,,
Covert Coffee,covert-coffee-brooklyn,coffee,5,59,11207
,,,,,
Angie's Breakfast Spot,angies-breakfast-spot-brooklyn,diners,3.5,78,11207
,,,,,
Macdonough Café,macdonough-café-brooklyn-3,cafes,4.5,61,11233
,,,,,
Lindenwood Diner & Restaurant,lindenwood-diner-and-restaurant-brooklyn,tradamerican,4,143,11208
,,,,,
Father Knows Best,father-knows-best-brooklyn,bars,4.5,50,11207
,,,,,
Nowadays,nowadays-ridgewood,beergardens,4,65,11385
,,,,,
Houdini Kitchen Laboratory,houdini-kitchen-laboratory-ridgewood-5,pizza,4,213,11385
,,,,,
El Rey II Restaurant,el-rey-ii-restaurant-brooklyn,spanish,3.5,68,11208
,,,,,
Angela's Pizzeria,angelas-pizzeria-brooklyn,pizza,5,29,11208
,,,,,
Rico Chimi,rico-chimi-jamaica,dominican,3.5,29,11421
,,,,,
Kawaii Sushi,kawaii-sushi-howard-beach,sushi,4,52,11414
,,,,,
U-Me Sushi,u-me-sushi-woodhaven,japanese,4,40,11421
,,,,,
Sal's Pizzeria,sals-pizzeria-woodhaven,pizza,4.5,22,11421
,,,,,
Thailand Kitchen,thailand-kitchen-jamaica,thai,3.5,69,11421
,,,,,
Romeo's Pizzeria,romeos-pizzeria-ozone-park-2,pizza,4.5,76,11417
,,,,,
Caridad Restaurant,caridad-restaurant-woodhaven,spanish,4,49,11421
,,,,,
Chimi Mundo Restaurant,chimi-mundo-restaurant-queens,sandwiches,3.5,35,11421
,,,,,
New Park Pizzeria,new-park-pizzeria-howard-beach,pizza,4.5,431,11414
,,,,,
S & A West Indian Restaurant,s-and-a-west-indian-restaurant-ozone-park-2,indpak,4.5,36,11417
,,,,,
Glendale Bagels & Quality Deli,glendale-bagels-and-quality-deli-glendale,bagels,4.5,57,11385
,,,,,
Grotto Italian Table,grotto-italian-table-brooklyn-2,italian,4,70,11209
,,,,,
HoM Bay Ridge,hom-bay-ridge-brooklyn,breakfast_brunch,4,202,11209
,,,,,
Cebu Bar & Bistro,cebu-bar-and-bistro-brooklyn-2,breakfast_brunch,3.5,391,11209
,,,,,
Bombay Grill,bombay-grill-brooklyn-3,indpak,4,142,11209
,,,,,
Nino's Pizza,ninos-pizza-brooklyn,pizza,4,129,11209
,,,,,
Paneantico Bakery,paneantico-bakery-brooklyn,bakeries,3.5,284,11209
,,,,,
The Kettle Black,the-kettle-black-brooklyn-2,chicken_wings,3.5,235,11209
,,,,,
Ho'Brah taco joint,hobrah-taco-joint-brooklyn,mexican,4,561,11209
,,,,,
Pegasus,pegasus-brooklyn,breakfast_brunch,4,228,11209
,,,,,
Pho Hoai,pho-hoai-brooklyn,vietnamese,3.5,187,11209
,,,,,
Plaka,plaka-brooklyn,greek,4,38,11209
,,,,,
First Oasis,first-oasis-brooklyn,mideastern,4.5,114,11209
,,,,,
Top Thai,top-thai-brooklyn,thai,4,184,11209
,,,,,
Karam Restaurant,karam-restaurant-brooklyn-2,mideastern,4,234,11209
,,,,,
Inaka Sushi,inaka-sushi-brooklyn,japanese,4.5,98,11209
,,,,,
Spartan Souvlaki II,spartan-souvlaki-ii-bay-ridge,greek,4,31,11209
,,,,,
Lock Yard,lock-yard-brooklyn,newamerican,4,225,11209
,,,,,
Grand Sichuan House,grand-sichuan-house-brooklyn,szechuan,4,169,11209
,,,,,
Taqueria El Puente,taqueria-el-puente-brooklyn,mexican,4.5,78,11209
,,,,,
Middle Eastern Halal Food,middle-eastern-halal-food-brooklyn-5,halal,4,121,11209
,,,,,
Doowop Griddle,doowop-griddle-brooklyn,desserts,4,49,11210
,,,,,
Ovi's Place,ovis-place-brooklyn,sandwiches,3.5,29,11210
,,,,,
Zaiqa Halal Food,zaiqa-halal-food-brooklyn,halal,4.5,12,11210
,,,,,
Fishermans Cove,fishermans-cove-brooklyn-4,caribbean,4,72,11210
,,,,,
Mc Beans Restaurant,mc-beans-restaurant-brooklyn,caribbean,4,22,11210
,,,,,
Bake and Things,bake-and-things-brooklyn-2,caribbean,4,77,11210
,,,,,
Island Burger,island-burger-east-flatbush,newamerican,4,49,11210
,,,,,
Ital Fusion,ital-fusion-east-flatbush,juicebars,4.5,21,11210
,,,,,
Ashoka Grill,ashoka-grill-brooklyn-2,indpak,4,125,11210
,,,,,
Lenny and Johns Pizzeria,lenny-and-johns-pizzeria-brooklyn,pizza,3.5,129,11234
,,,,,
Chikurin,chikurin-brooklyn,japanese,3.5,138,11230
,,,,,
Joeper's Smokeshack,joepers-smokeshack-brooklyn,bbq,4,96,11234
,,,,,
MD Kitchen,md-kitchen-brooklyn,italian,4,21,11230
,,,,,
Di Fara Pizza,di-fara-pizza-brooklyn,pizza,4,2501,11230
,,,,,
Pizza Time,pizza-time-brooklyn,pizza,4,42,11230
,,,,,
E Sushi,e-sushi-brooklyn,sushi,4,84,11234
,,,,,
Saigon Grill & Bar,saigon-grill-and-bar-brooklyn-3,vietnamese,4.5,97,11234
,,,,,
Frank's Pizza & Restaurant,franks-pizza-and-restaurant-brooklyn,pizza,4,77,11234
,,,,,
Uncle's Shack & Grill,uncles-shack-and-grill-brooklyn-2,tradamerican,4,48,11226
,,,,,
Loduca Pizza,loduca-pizza-brooklyn,pizza,4.5,40,11226
,,,,,
Kichin,kichin-brooklyn,korean,5,91,11211
,,,,,
Kabob Shack,kabob-shack-brooklyn,afghani,4,117,11211
,,,,,
Traif,traif-brooklyn,newamerican,4.5,1657,11211
,,,,,
L'industrie Pizzeria,l-industrie-pizzeria-williamsburg,pizza,5,122,11211
,,,,,
Emmy Squared,emmy-squared-brooklyn,pizza,4,147,11211
,,,,,
Caracas Arepa Bar,caracas-arepa-bar-brooklyn,venezuelan,4,705,11211
,,,,,
Pies-n-Thighs,pies-n-thighs-brooklyn,southern,4,2160,11211
,,,,,
BeeHive Oven Biscuit Cafe,beehive-oven-biscuit-cafe-brooklyn,southern,4.5,465,11211
,,,,,
Los Tacos-Mcondo,los-tacos-mcondo-williamsburg,mexican,4.5,118,11211
,,,,,
Pokito,pokito-brooklyn-2,bars,4.5,48,11211
,,,,,
Bunk,bunk-brooklyn,sandwiches,4.5,66,11211
,,,,,
OTB,otb-brooklyn,newamerican,4,88,11211
,,,,,
Rabbithole Restaurant,rabbithole-restaurant-brooklyn,newamerican,4,552,11211
,,,,,
Sugarburg,sugarburg-brooklyn,pubs,4.5,172,11211
,,,,,
Sweatshop,sweatshop-williamsburg,coffee,4.5,177,11211
,,,,,
Loosie's Kitchen,loosies-kitchen-brooklyn-2,newamerican,4,17,11249
,,,,,
La Goulette,la-goulette-brooklyn,mediterranean,4.5,213,11249
,,,,,
Brooklyn Star,brooklyn-star-brooklyn,southern,4,521,11211
,,,,,
Streets,streets-brooklyn-2,newamerican,4,383,11249
,,,,,
Fix u Plate,fix-u-plate-brooklyn,caribbean,3.5,14,11212
,,,,,
Mannas Restaurant,mannas-restaurant-brooklyn,newamerican,3.5,12,11212
,,,,,
This & That Restaurant,this-and-that-restaurant-brooklyn,restaurants,4.5,3,11212
,,,,,
Pitkin Seafood,pitkin-seafood-brooklyn-2,seafood,4,24,11212
,,,,,
Pitkin Caribbean Bakery,pitkin-caribbean-bakery-new-york,caribbean,4.5,4,11212
,,,,,
Longwood Fish Corp,longwood-fish-corp-brooklyn-2,seafood,4,13,11212
,,,,,
Gerizim Cafe & Ice Cream,gerizim-cafe-and-ice-cream-brooklyn,icecream,5,21,11233
,,,,,
Ali's Original Roti Shop,alis-original-roti-shop-brooklyn,caribbean,4,63,11213
,,,,,
ST&M Country Store,st-and-m-country-store-brooklyn,sandwiches,5,6,11233
,,,,,
Tasty Bites of New York,tasty-bites-of-new-york-brooklyn,tradamerican,4,11,11213
,,,,,
Fisherman's Cove,fishermans-cove-crown-heights,caribbean,3.5,24,11213
,,,,,
Hardee's,hardees-crown-heights,newamerican,4,24,11213
,,,,,
Tropical House Baking,tropical-house-baking-brooklyn,bakeries,4.5,32,11213
,,,,,
Cas West Indian & American Restaurant,cas-west-indian-and-american-restaurant-brooklyn,caribbean,4.5,7,11213
,,,,,
Meme's Healthy Nibbles,memes-healthy-nibbles-brooklyn,burgers,4,97,11216
,,,,,
Colina Cuervo,colina-cuervo-crown-heights,cafes,4.5,74,11216
,,,,,
Taqueria Milear,taqueria-milear-crown-heights,mexican,4.5,82,11216
,,,,,
Breukelen Brasserie,breukelen-brasserie-crown-heights,french,4,51,11216
,,,,,
Wing Cheong Restaurant,wing-cheong-restaurant-brooklyn,chinese,4.5,35,11216
,,,,,
Peaches,peaches-brooklyn,southern,3.5,664,11233
,,,,,
David's Brisket House,davids-brisket-house-brooklyn,delis,4.5,296,11216
,,,,,
Tepache,tepache-bedford-stuyvesant,mexican,4,153,11216
,,,,,
Catfish,catfish-brooklyn-2,bars,3.5,459,11216
,,,,,
Daddy Greens,daddy-greens-brooklyn,pizza,4,199,11233
,,,,,
Cafe Rue Dix,cafe-rue-dix-brooklyn,french,4,204,11216
,,,,,
Saraghina,saraghina-brooklyn,pizza,4,633,11233
,,,,,
Peaches HotHouse,peaches-hothouse-brooklyn,southern,4,739,11221
,,,,,
Ali's Trinidad Roti Shop,alis-trinidad-roti-shop-brooklyn-2,trinidadian,4,177,11216
,,,,,
Eugene & Co,eugene-and-co-bedford-stuyvesant,newamerican,4,107,11216
,,,,,
The Food Sermon Kitchen,the-food-sermon-kitchen-brooklyn,caribbean,4.5,128,11225
,,,,,
Liu's Shanghai,lius-shanghai-brooklyn-2,shanghainese,4.5,150,11214
,,,,,
Elza Fancy Food,elza-fancy-food-brooklyn,uzbek,4.5,25,11214
,,,,,
La chacra,la-chacra-brooklyn,peruvian,4,107,11214
,,,,,
El Pollo III,el-pollo-iii-brooklyn,peruvian,3.5,44,11214
,,,,,
Panino Rustico,panino-rustico-brooklyn,italian,4.5,291,11214
,,,,,
Gyro Mania,gyro-mania-bath-beach,halal,5,9,11214
,,,,,
Chikurin,chikurin-brooklyn-2,japanese,3.5,257,11214
,,,,,
Duck Wong,duck-wong-brooklyn,cantonese,4,88,11214
,,,,,
Little Saigon Pearl,little-saigon-pearl-brooklyn,vietnamese,4,78,11214
,,,,,
Papa Pasquale Ravoli Pasta Co.,papa-pasquale-ravoli-pasta-co-brooklyn,italian,4.5,35,11228
,,,,,
Lioni Italian Heroes,lioni-italian-heroes-brooklyn-2,cheese,4.5,238,11228
,,,,,
The Original John's Deli,the-original-johns-deli-brooklyn,delis,4,238,11223
,,,,,
We Are Georgians,we-are-georgians-new-york,russian,4,41,11223
,,,,,
La Casa Bella,la-casa-bella-brooklyn,italian,4,137,11214
,,,,,
Pio Pio 9,pio-pio-9-gravesend,peruvian,3.5,173,11223
,,,,,
The Soup Bowl of Park Slope,the-soup-bowl-of-park-slope-brooklyn,soup,4,59,11215
,,,,,
Mr Falafel,mr-falafel-brooklyn,mideastern,4,138,11215
,,,,,
Hanco's,hancos-brooklyn-2,vietnamese,4,437,11215
,,,,,
Russo's Mozzarella and Pasta,russos-mozzarella-and-pasta-brooklyn,italian,4,158,11215
,,,,,
Talde,talde-brooklyn,asianfusion,4,874,11215
,,,,,
Dram Shop,dram-shop-brooklyn,burgers,4,493,11215
,,,,,
Backyard,backyard-brooklyn,newamerican,4,177,11215
,,,,,
Varrio 408,varrio-408-park-slope,mexican,4.5,179,11215
,,,,,
Fatty Daddy Taco,fatty-daddy-taco-brooklyn,mexican,4,246,11215
,,,,,
Peppino's Brick Oven Pizza & Restaurant,peppinos-brick-oven-pizza-and-restaurant-brooklyn-2,pizza,4.5,311,11215
,,,,,
Stone Park Cafe,stone-park-cafe-brooklyn-3,newamerican,4,757,11215
,,,,,
Song,song-brooklyn,thai,3.5,941,11215
,,,,,
Fonda,fonda-brooklyn,mexican,4,611,11215
,,,,,
Henry's,henrys-brooklyn,vietnamese,4,132,11215
,,,,,
American Cheez,american-cheez-brooklyn,pizza,4.5,59,11215
,,,,,
Bonnie's Grill,bonnies-grill-brooklyn,burgers,4,627,11215
,,,,,
Kiwiana,kiwiana-brooklyn,newamerican,4,300,11215
,,,,,
Seed,seed-park-slope-3,mediterranean,4.5,63,11215
,,,,,
East Wind Snack Shop,east-wind-snack-shop-brooklyn,chinese,4.5,85,11215
,,,,,
Giovanni's Brooklyn Eats,giovannis-brooklyn-eats-brooklyn-2,italian,4,286,11215
,,,,,
The Crabby Shack,the-crabby-shack-brooklyn,seafood,4,310,11238
,,,,,
Angela's,angelas-bedford-stuyvesant-2,caribbean,4.5,63,11216
,,,,,
Kelso Bistro Bar & Restaurant,kelso-bistro-bar-and-restaurant-brooklyn,caribbean,4.5,153,11238
,,,,,
Napoleon's Southern Cuisine & Bakery,napoleons-southern-cuisine-and-bakery-brooklyn,bakeries,4,102,11216
,,,,,
Gueros,gueros-brooklyn,tex-mex,4,446,11238
,,,,,
Bombay Grill,bombay-grill-brooklyn-5,indpak,4.5,110,11216
,,,,,
Mayfield,mayfield-brooklyn,newamerican,4,396,11238
,,,,,
Calaca,calaca-bedford-stuyvesant,mexican,4.5,92,11238
,,,,,
Silver Rice,silver-rice-brooklyn,japanese,4.5,177,11238
,,,,,
Reservoir Dogs NYC,reservoir-dogs-nyc-crown-heights,hotdog,3.5,28,11238
,,,,,
Alice's Arbor,alices-arbor-brooklyn,tradamerican,4,348,11238
,,,,,
Chavela's,chavelas-brooklyn-2,mexican,4,713,11238
,,,,,
Outpost Café,outpost-café-brooklyn-3,coffee,4,313,11238
,,,,,
The Empanada Lady,the-empanada-lady-brooklyn-2,foodstands,4.5,21,11217
,,,,,
5ive Spice,5ive-spice-park-slope,vietnamese,4.5,219,11217
,,,,,
Wolf and Deer,wolf-and-deer-brooklyn,newamerican,4,201,11217
,,,,,
Artichoke Basille's Pizza,artichoke-basilles-pizza-park-slope,pizza,3.5,128,11217
,,,,,
Pure Bistro,pure-bistro-brooklyn,breakfast_brunch,4,169,11217
,,,,,
Kulushkat Gourmet Falafel,kulushkat-gourmet-falafel-brooklyn,mideastern,3.5,181,11217
,,,,,
Shake Shack,shake-shack-brooklyn-4,burgers,4,219,11217
,,,,,
Patsys Pizzeria,patsys-pizzeria-brooklyn-2,pizza,4.5,257,11217
,,,,,
Don Chingon,don-chingon-brooklyn,mexican,4.5,141,11217
,,,,,
Halal International,halal-international-brooklyn-2,mideastern,4,34,11217
,,,,,
Miti Miti,miti-miti-brooklyn,latin,4,233,11217
,,,,,
Bergen Dean Sandwich Shop,bergen-dean-sandwich-shop-brooklyn,sandwiches,4.5,100,11217
,,,,,
Purbird,purbird-brooklyn,newamerican,4.5,341,11217
,,,,,
Bogota Latin Bistro,bogota-latin-bistro-brooklyn,gluten_free,4,1768,11217
,,,,,
Chick P,chick-p-brooklyn,falafel,4,176,11217
,,,,,
Bricolage,bricolage-brooklyn,vietnamese,4.5,193,11217
,,,,,
Morgan's Barbecue,morgans-barbecue-brooklyn,bbq,3.5,469,11217
,,,,,
Perfect Potato,perfect-potato-brooklyn,poutineries,4.5,65,11217
,,,,,
Hollow Nickel,hollow-nickel-brooklyn,pubs,4,145,11217
,,,,,
Healthy Nibbles,healthy-nibbles-brooklyn,sandwiches,4,102,11215
,,,,,
Batata,batata-brooklyn,mideastern,4,107,11218
,,,,,
Hamilton's,hamiltons-brooklyn-3,bars,4,202,11218
,,,,,
Sawasde Thai Cooking,sawasde-thai-cooking-brooklyn,thai,4,60,11218
,,,,,
Brooklyn Commune,brooklyn-commune-brooklyn,gourmet,4,202,11218
,,,,,
Brooklyn Comfort,brooklyn-comfort-brooklyn,newamerican,4,91,11218
,,,,,
Church Bar,church-bar-brooklyn-9,tapasmallplates,4.5,39,11218
,,,,,
Le Paddock,le-paddock-brooklyn,french,4,224,11218
,,,,,
The Fox & The Crêpes,the-fox-and-the-crêpes-windsor-terrace,coffee,4,39,11218
,,,,,
La Loba Cantina,la-loba-cantina-brooklyn-2,cocktailbars,4.5,43,11218
,,,,,
Wheated,wheated-brooklyn,pizza,4.5,212,11218
,,,,,
Suzy's Roti Parlour,suzys-roti-parlour-brooklyn,caribbean,4.5,37,11218
,,,,,
Am Thai Bistro,am-thai-bistro-brooklyn,thai,4,311,11218
,,,,,
Hunger Pang,hunger-pang-flatbush-2,asianfusion,4.5,157,11218
,,,,,
Werkstatt,werkstatt-brooklyn-2,austrian,4.5,101,11218
,,,,,
Piccoli,piccoli-brooklyn,italian,4,58,11218
,,,,,
Buffalo's Famous,buffalos-famous-brooklyn,chicken_wings,4.5,85,11218
,,,,,
Gyro Cafe,gyro-cafe-brooklyn,mideastern,4,53,11218
,,,,,
Greek Xpress,greek-xpress-brooklyn-3,mediterranean,4,41,11215
,,,,,
Le P'tit Paris Bistro,le-ptit-paris-bistro-brooklyn,french,4,269,11215
,,,,,
Mama Rao Cucina Italiana,mama-rao-cucina-italiana-brooklyn,italian,4.5,117,11219
,,,,,
Tengu Sushi & Noodle House,tengu-sushi-and-noodle-house-brooklyn-3,sushi,3.5,151,11219
,,,,,
Jentana Pizza Restaurant,jentana-pizza-restaurant-brooklyn,pizza,4.5,26,11219
,,,,,
Meze,meze-brooklyn-2,greek,4,163,11219
,,,,,
D&D Coffee Shop,d-and-d-coffee-shop-brooklyn,newamerican,4,95,11219
,,,,,
viiza,viiza-brooklyn,pizza,4,108,11220
,,,,,
Thanh Da II,thanh-da-ii-brooklyn-2,vietnamese,4,83,11220
,,,,,
Yun Nan Flavor Garden,yun-nan-flavor-garden-brooklyn,chinese,4,140,11220
,,,,,
Wong Good Hand Pull Noodle,wong-good-hand-pull-noodle-brooklyn,chinese,4,85,11220
,,,,,
Mister Hotpot,mister-hotpot-brooklyn-2,chinese,4,359,11220
,,,,,
Krispy Pizza - Brooklyn,krispy-pizza-brooklyn-brooklyn,pizza,4,168,11228
,,,,,
Lucky Vegetarian,lucky-vegetarian-sunset-park,vegetarian,5,24,11220
,,,,,
Lucky Eight,lucky-eight-brooklyn-2,cantonese,3.5,163,11220
,,,,,
Simon's BBQ II,simons-bbq-ii-new-york,chinese,4.5,26,11220
,,,,,
Simon's BBQ,simons-bbq-brooklyn-2,bbq,4.5,20,11220
,,,,,
Kai Feng Fu,kai-feng-fu-brooklyn,chinese,4,155,11220
,,,,,
Formosa Cafe,formosa-cafe-brooklyn-2,bubbletea,3.5,76,11220
,,,,,
Thanh Da,thanh-da-brooklyn,vietnamese,4,236,11220
,,,,,
Simons BBQ Cart,simons-bbq-cart-brooklyn,foodstands,4.5,11,11220
,,,,,
Johnny's Pizzeria,johnnys-pizzeria-brooklyn-2,pizza,3.5,126,11220
,,,,,
Prince Tea House,prince-tea-house-brooklyn-2,desserts,4,211,11220
,,,,,
99 Favor Taste,99-favor-taste-brooklyn-4,hotpot,3.5,380,11220
,,,,,
Tacos Los Poblanos,tacos-los-poblanos-brooklyn,mexican,4.5,22,11220
,,,,,
Ricos Tacos,ricos-tacos-brooklyn,mexican,4,134,11220
,,,,,
Teriyaki Japan Express Grill,teriyaki-japan-express-grill-brooklyn,japanese,4,26,11220
,,,,,
Yemen Cafe & Restaurant,yemen-cafe-and-restaurant-brooklyn-2,mideastern,4.5,67,11209
,,,,,
Gourmet Fit,gourmet-fit-brooklyn,burgers,4.5,72,11220
,,,,,
Pete's Brooklyn Eats,petes-brooklyn-eats-brooklyn-2,italian,4,17,11220
,,,,,
Broadway Pizzeria,broadway-pizzeria-brooklyn,pizza,4,73,11226
,,,,,
Chez Alex,chez-alex-bedford-stuyvesant,bakeries,4,52,11221
,,,,,
Toad Style,toad-style-bedford-stuyvesant,vegan,4.5,106,11221
,,,,,
Sunrise/Sunset,sunrise-sunset-bushwick,wine_bars,4,64,11221
,,,,,
Looking Glass Bar,looking-glass-bar-bushwick,bars,4,25,11221
,,,,,
Grandchamps Kitchen & Market,grandchamps-kitchen-and-market-bedford-stuyvesant,haitian,4.5,80,11233
,,,,,
L'Antagoniste,l-antagoniste-bedford-stuyvesant,french,4.5,139,11221
,,,,,
Manny's,mannys-brooklyn,cafes,4,179,11233
,,,,,
Bushwick Public House,bushwick-public-house-bushwick,cafes,4.5,24,11221
,,,,,
The Other Little Skips,the-other-little-skips-brooklyn-5,coffee,4,332,11221
,,,,,
Little Mo,little-mo-brooklyn,sandwiches,4,156,11221
,,,,,
Maite,maite-bushwick-2,bars,4.5,86,11221
,,,,,
Dillinger's,dillingers-brooklyn,coffee,4,127,11206
,,,,,
Archie's Bar & Pizza,archies-bar-and-pizza-brooklyn,bars,4.5,138,11221
,,,,,
Taqueria Sofia,taqueria-sofia-brooklyn,mexican,4,65,11221
,,,,,
Skytown,skytown-brooklyn,newamerican,4,180,11206
,,,,,
The Wheelhouse,the-wheelhouse-brooklyn-2,newamerican,4,120,11237
,,,,,
The Bounty,the-bounty-brooklyn,bars,4.5,149,11222
,,,,,
The Blue Light Speak Cheesy,the-blue-light-speak-cheesy-brooklyn,sandwiches,5,37,11222
,,,,,
Five Leaves,five-leaves-brooklyn-2,breakfast_brunch,4,1242,11222
,,,,,
Jungle Cafe,jungle-cafe-greenpoint,vegan,4.5,118,11222
,,,,,
Paulie Gee's,paulie-gees-brooklyn,pizza,4.5,900,11222
,,,,,
Naked Dog,naked-dog-greenpoint,italian,4.5,79,11222
,,,,,
Anella,anella-brooklyn,newamerican,4,313,11222
,,,,,
Santa Salsa,santa-salsa-brooklyn,venezuelan,4.5,45,11211
,,,,,
Cafe Mogador,cafe-mogador-brooklyn,moroccan,4.5,739,11211
,,,,,
Sweet Chick,sweet-chick-brooklyn,southern,4,1110,11211
,,,,,
The Meatball Shop,the-meatball-shop-brooklyn,tradamerican,4,1003,11249
,,,,,
Juniper,juniper-brooklyn-2,burgers,4,428,11211
,,,,,
Oasis,oasis-brooklyn-3,mideastern,4,515,11211
,,,,,
Nhà Minh,nhà-minh-brooklyn,galleries,4.5,59,11222
,,,,,
Pita Palace Corp,pita-palace-corp-williamsburg,mideastern,5,108,11211
,,,,,
House of Small Wonder,house-of-small-wonder-brooklyn,sandwiches,4,498,11211
,,,,,
El Charrito Restaurant,el-charrito-restaurant-brooklyn,mexican,4,15,11223
,,,,,
Ciccio's Pizza,ciccios-pizza-brooklyn,pizza,4,79,11223
,,,,,
Italia Pizza,italia-pizza-brooklyn-2,pizza,4,40,11223
,,,,,
Chicken Delicious,chicken-delicious-brooklyn,tradamerican,3.5,41,11223
,,,,,
Joe's of Avenue U,joes-of-avenue-u-brooklyn,italian,4,125,11223
,,,,,
Think Sweet,think-sweet-brooklyn,delis,5,29,11223
,,,,,
L & B Spumoni Gardens,l-and-b-spumoni-gardens-brooklyn,pizza,4,2549,11223
,,,,,
Audrey's Concerto,audreys-concerto-brooklyn,bakeries,4,342,11214
,,,,,
Kowloon Cafe,kowloon-cafe-brooklyn,chinese,3,167,11214
,,,,,
Pho Tay Ho,pho-tay-ho-brooklyn,vietnamese,3,272,11214
,,,,,
Yaya Tea Garden,yaya-tea-garden-gravesend-2,bubbletea,4,104,11214
,,,,,
Holy Schnitzel,holy-schnitzel-brooklyn,kosher,4.5,24,11223
,,,,,
A & S,a-and-s-brooklyn,meats,4.5,14,11223
,,,,,
Gargiulo's,gargiulos-brooklyn-2,italian,4,131,11224
,,,,,
Nathan's Famous,nathans-famous-brooklyn,hotdog,3.5,910,11224
,,,,,
Totonno's,totonnos-brooklyn,pizza,4,524,11224
,,,,,
Doña Zita Mexican Restaurant,doña-zita-mexican-restaurant-brooklyn,mexican,4,41,11224
,,,,,
Ruby's Bar & Grill,rubys-bar-and-grill-coney-island,tradamerican,3.5,109,11224
,,,,,
Coney Shack,coney-shack-brooklyn,foodtrucks,4.5,240,11224
,,,,,
Harway Pizza Gyro Falafel,harway-pizza-gyro-falafel-brooklyn,pizza,4.5,45,11214
,,,,,
Gulluoglu Baklava & Cafe,gulluoglu-baklava-and-cafe-brooklyn,turkish,4,46,11235
,,,,,
Varenichnaya,varenichnaya-brooklyn,modern_european,4,42,11235
,,,,,
Oceanview Cafe,oceanview-cafe-brooklyn,russian,4,66,11235
,,,,,
Cafe At Your Mother-in-Law,cafe-at-your-mother-in-law-brooklyn-3,korean,4,91,11235
,,,,,
TONÉ-CAFÉ Georgian Bread,toné-café-georgian-bread-brooklyn,bakeries,4,150,11235
,,,,,
Cafe Euroasia,cafe-euroasia-new-york,desserts,4.5,31,11235
,,,,,
Skovorodka,skovorodka-brooklyn,russian,4,130,11235
,,,,,
Tacos El Rey,tacos-el-rey-brooklyn,mexican,4,40,11235
,,,,,
Wise Espresso Bar,wise-espresso-bar-brighton-beach,coffee,4,213,11235
,,,,,
Nargis Cafe,nargis-cafe-brooklyn,mideastern,4,406,11235
,,,,,
Pels Pie Co,pels-pie-co-prospect-lefferts-gardens-2,cafes,4.5,88,11225
,,,,,
De Hot Pot,de-hot-pot-brooklyn,caribbean,4,87,11225
,,,,,
Ital Kitchen,ital-kitchen-brooklyn-2,vegetarian,4.5,50,11225
,,,,,
Jus Fishy,jus-fishy-brooklyn-2,seafood,4,80,11225
,,,,,
