name,id,top_category,rating,review_count,postal_code
,,,,,
Little Italy Pizza,little-italy-pizza-new-york-11,pizza,3.5,125,10023
,,,,,
Levain Bakery,levain-bakery-new-york,bakeries,4.5,4772,10023
,,,,,
Freddie & Pepper's,freddie-and-peppers-new-york,pizza,4,284,10023
,,,,,
Hummus Place,hummus-place-new-york-4,vegetarian,4,493,10023
,,,,,
sweetgreen,sweetgreen-new-york-8,salad,4,84,10023
,,,,,
The Casbah - Halal Cart,the-casbah-halal-cart-new-york,halal,4.5,155,10023
,,,,,
Sushi Yasaka,sushi-yasaka-new-york,japanese,4,1127,10023
,,,,,
Isabella's,isabellas-new-york,newamerican,3.5,743,10024
,,,,,
Shake Shack,shake-shack-new-york-5,burgers,4,2170,10024
,,,,,
Chirping Chicken,chirping-chicken-new-york-2,tradamerican,4,421,10024
,,,,,
The Empanada Cart,the-empanada-cart-new-york,foodstands,4.5,22,10018
,,,,,
The Smith,the-smith-new-york-3,tradamerican,3.5,964,10023
,,,,,
BONMi,bonmi-new-york,vietnamese,3.5,89,10023
,,,,,
Burke & Wills,burke-and-wills-new-york,australian,4,264,10024
,,,,,
Bustan,bustan-new-york,mediterranean,4,306,10024
,,,,,
Amused,amused-new-york,tapasmallplates,4.5,21,10024
,,,,,
Jacob's Pickles,jacobs-pickles-new-york,comfortfood,4,2195,10024
,,,,,
Kefi,kefi-new-york-2,greek,4,1243,10024
,,,,,
Flor De Mayo,flor-de-mayo-new-york-2,chinese,4,902,10024
,,,,,
Joe's,joes-new-york,cocktailbars,4,132,10024
,,,,,
Barney Greengrass,barney-greengrass-new-york,gourmet,4,503,10024
,,,,,
Flame,flame-new-york-3,sushi,4,69,10024
,,,,,
Jin Ramen,jin-ramen-new-york-3,ramen,4,354,10024
,,,,,
Han Dynasty,han-dynasty-new-york-4,szechuan,4,230,10024
,,,,,
Momofuku Milk Bar,momofuku-milk-bar-new-york-6,bakeries,3.5,346,10024
,,,,,
Land,land-new-york,thai,4,851,10024
,,,,,
Calle Ocho,calle-ocho-new-york,cuban,4,2009,10024
,,,,,
Luke's Lobster,lukes-lobster-new-york-3,seafood,4,523,10024
,,,,,
Oaxaca Taqueria,oaxaca-taqueria-new-york-10,mexican,3.5,278,10024
,,,,,
Zabar's,zabars-new-york,delis,4,788,10024
,,,,,
The Great Burrito,the-great-burrito-new-york-2,mexican,4,221,10024
,,,,,
Grill 212,grill-212-new-york,kosher,4,120,10024
,,,,,
Anthis Greek Food,anthis-greek-food-new-york,greek,4,122,10024
,,,,,
Carmine's,carmines-new-york-2,italian,4,807,10024
,,,,,
Szechuan Garden,szechuan-garden-new-york,szechuan,4,125,10025
,,,,,
Koko Wings,koko-wings-new-york,korean,4,172,10025
,,,,,
Buchetta Brick Oven Pizza,buchetta-brick-oven-pizza-new-york,pizza,4,164,10025
,,,,,
Arco Cafe,arco-cafe-new-york,italian,4.5,164,10025
,,,,,
Xi'an Famous Foods,xian-famous-foods-new-york-8,chinese,3.5,213,10025
,,,,,
Broadway Restaurant,broadway-restaurant-new-york,diners,4,110,10025
,,,,,
Mokja,mokja-new-york-3,korean,4,51,10025
,,,,,
Flor de Mayo,flor-de-mayo-new-york-3,chinese,4,393,10025
,,,,,
Thai Market,thai-market-new-york,thai,4,728,10025
,,,,,
Panchos,panchos-new-york-2,mexican,4.5,21,10025
,,,,,
Taqueria y Fonda La Mexicana,taqueria-y-fonda-la-mexicana-new-york-2,mexican,3.5,409,10025
,,,,,
Naruto Ramen,naruto-ramen-new-york-3,ramen,4,62,10025
,,,,,
Roti Roll Bombay Frankie,roti-roll-bombay-frankie-new-york,indpak,4,303,10025
,,,,,
Tum & Yum,tum-and-yum-new-york-2,thai,4,215,10025
,,,,,
The Hamilton,the-hamilton-new-york-3,newamerican,4.5,56,10025
,,,,,
Saiguette,saiguette-new-york,vietnamese,4,367,10025
,,,,,
Doaba Deli,doaba-deli-new-york-2,indpak,4.5,185,10025
,,,,,
Freda's Caribbean & Soul Cuisine,fredas-caribbean-and-soul-cuisine-new-york,caribbean,4,352,10025
,,,,,
Super Tacos,super-tacos-new-york,mexican,3.5,122,10025
,,,,,
Dig Inn,dig-inn-new-york-14,tradamerican,4,178,10025
,,,,,
Safari Restaurant NYC,safari-restaurant-nyc-new-york,african,4.5,91,10026
,,,,,
Harlem Pizza Co.,harlem-pizza-co-new-york,pizza,4,109,10026
,,,,,
Pikine - Senegalese Restaurant,pikine-senegalese-restaurant-new-york,senegalese,4.5,25,10026
,,,,,
La Savane,la-savane-new-york,african,4,26,10026
,,,,,
Amy Ruth's,amy-ruths-new-york,southern,4,1700,10026
,,,,,
Row House,row-house-new-york-6,newamerican,3.5,133,10026
,,,,,
Lido,lido-new-york,italian,4,601,10026
,,,,,
Seasoned Vegan,seasoned-vegan-new-york-2,vegan,4.5,394,10026
,,,,,
Sexy Taco/Dirty Cash,sexy-taco-dirty-cash-new-york,cocktailbars,3.5,107,10026
,,,,,
LoLo's Seafood Shack,lolos-seafood-shack-new-york,seafood,4,322,10026
,,,,,
Harlem Food Bar,harlem-food-bar-new-york,newamerican,3.5,155,10026
,,,,,
Zoma,zoma-new-york,ethiopian,4,330,10026
,,,,,
Chez Alain,chez-alain-new-york,senegalese,4.5,17,10027
,,,,,
Sottocasa Pizzeria - Harlem,sottocasa-pizzeria-harlem-new-york,pizza,4.5,57,10027
,,,,,
BLVD Bistro,blvd-bistro-new-york,tradamerican,4,355,10027
,,,,,
Savann Restaurant,savann-restaurant-new-york-2,turkish,4,100,10027
,,,,,
Accra Restaurant,accra-restaurant-new-york,african,4,32,10027
,,,,,
Custom Fuel Pizza,custom-fuel-pizza-new-york,pizza,4,176,10027
,,,,,
Harlem Shake,harlem-shake-new-york,burgers,3.5,558,10027
,,,,,
Park West Cafe & Deli,park-west-cafe-and-deli-new-york,convenience,4,46,10025
,,,,,
Pisticci,pisticci-new-york,italian,4,580,10027
,,,,,
Bettolona,bettolona-new-york,pizza,4,231,10027
,,,,,
Falafel On Broadway,falafel-on-broadway-new-york,mideastern,3.5,145,10027
,,,,,
Chapati House,chapati-house-new-york,indpak,4.5,131,10027
,,,,,
Toast,toast-new-york-6,bars,3.5,238,10027
,,,,,
Kissaten Jin,kissaten-jin-new-york,japanese,3.5,75,10027
,,,,,
Jin Ramen,jin-ramen-new-york,ramen,4,822,10027
,,,,,
Uncle Luoyang,uncle-luoyang-new-york-5,foodtrucks,4,22,10027
,,,,,
Max Soha,max-soha-new-york,italian,4,332,10027
,,,,,
Dinosaur Bar-B-Que,dinosaur-bar-b-que-harlem,bbq,4,2334,10027
,,,,,
Flat Top,flat-top-new-york,newamerican,4,271,10027
,,,,,
iFood,ifood-new-york,foodtrucks,4.5,10,10027
,,,,,
Brownie's Café,brownies-café-new-york-2,cafes,4,34,10027
,,,,,
Friedman's,friedmans-new-york-62,breakfast_brunch,4,151,10027
,,,,,
Home Sweet Harlem,home-sweet-harlem-new-york,breakfast_brunch,3.5,241,10031
,,,,,
La Pulperia UES,la-pulperia-ues-new-york-2,latin,4.5,338,10028
,,,,,
Bondurants,bondurants-new-york,newamerican,4,328,10028
,,,,,
Hummus Kitchen,hummus-kitchen-new-york-6,mediterranean,4,325,10028
,,,,,
Abaleh,abaleh-new-york,falafel,4.5,198,10028
,,,,,
Schaller's Stube Sausage Bar,schallers-stube-sausage-bar-new-york,butcher,4.5,69,10028
,,,,,
Mei Jin Ramen,mei-jin-ramen-new-york,ramen,4,396,10028
,,,,,
Kobeyaki,kobeyaki-new-york-6,sushi,4,99,10028
,,,,,
Peng's Noodle Folk,pengs-noodle-folk-new-york-2,chinese,4.5,61,10028
,,,,,
Cafe D'Alsace,cafe-d-alsace-new-york,french,4,855,10128
,,,,,
Vietnaam,vietnaam-new-york,vietnamese,4,413,10128
,,,,,
Shorty's,shortys-new-york-264,cheesesteaks,4,106,10128
,,,,,
Shake Shack,shake-shack-new-york-10,hotdogs,4,1166,10028
,,,,,
Pye Boat Noodle,pye-boat-noodle-new-york-3,thai,4.5,161,10128
,,,,,
Petite Shell,petite-shell-new-york-2,coffee,4,185,10028
,,,,,
Infirmary,infirmary-new-york,cajun,4,256,10128
,,,,,
Noodle Fun,noodle-fun-new-york,chinese,4,79,10128
,,,,,
El Caribeno,el-caribeno-new-york-3,latin,4,52,10029
,,,,,
Milk Burger,milk-burger-new-york,burgers,4,298,10029
,,,,,
Lupita's Restaurant,lupitas-restaurant-new-york-2,mexican,4,70,10029
,,,,,
Malii,malii-new-york,thai,4.5,72,10029
,,,,,
El Chevere,el-chevere-new-york,latin,4,15,10029
,,,,,
Moustache Pitza,moustache-pitza-new-york-5,mideastern,3.5,139,10029
,,,,,
Cascalote Latin Bistro,cascalote-latin-bistro-new-york,latin,4.5,200,10029
,,,,,
Absolute Thai,absolute-thai-new-york,thai,4,103,10029
,,,,,
Burritos y Mas NY Tex-Mex,burritos-y-mas-ny-tex-mex-new-york,tex-mex,4.5,31,10029
,,,,,
Café Ollin,café-ollin-new-york-3,mexican,4,334,10029
,,,,,
La Shuk,la-shuk-new-york,moroccan,4.5,145,10029
,,,,,
Joy Burger Bar,joy-burger-bar-new-york,burgers,4,454,10029
,,,,,
Bawarchi Indian Cuisine,bawarchi-indian-cuisine-new-york-2,indpak,4,69,10029
,,,,,
La Tropezienne Bakery,la-tropezienne-bakery-new-york,bakeries,4.5,69,10029
,,,,,
Gong Modern Thai Dining,gong-modern-thai-dining-new-york,thai,4,174,10029
,,,,,
Earl's Beer & Cheese,earls-beer-and-cheese-new-york,bars,4,450,10029
,,,,,
Cuchifritos,cuchifritos-new-york-2,latin,4,104,10029
,,,,,
Quesadillas Doña Maty,quesadillas-doña-maty-new-york,mexican,5,10,10029
,,,,,
Taco Mix,taco-mix-new-york,mexican,4,224,10029
,,,,,
Nocciola Ristorante,nocciola-ristorante-new-york-3,italian,4,141,10029
,,,,,
Hyacinth's Haven,hyacinths-haven-new-york,bars,4,78,10030
,,,,,
Jerkyz,jerkyz-new-york,caribbean,4.5,34,10030
,,,,,
Ponty Bistro,ponty-bistro-new-york-3,french,4,175,10030
,,,,,
Abyssinia Ethiopian Restaurant,abyssinia-ethiopian-restaurant-new-york,ethiopian,4.5,153,10030
,,,,,
Crispy Bamboo Village,crispy-bamboo-village-new-york,asianfusion,4,17,10030
,,,,,
The Edge,the-edge-new-york-2,breakfast_brunch,4,172,10030
,,,,,
Queen Sheeba,queen-sheeba-new-york,mideastern,4,54,10030
,,,,,
Keur Sokhna Restaurant,keur-sokhna-restaurant-harlem,senegalese,4,60,10027
,,,,,
Soul Ramen,soul-ramen-new-york,ramen,4.5,60,10037
,,,,,
Manna's Soul Food & Salad Bar,mannas-soul-food-and-salad-bar-new-york,soulfood,4,59,10037
,,,,,
Little Ochie Jamaican Cuisine,little-ochie-jamaican-cuisine-new-york,caribbean,4,17,10030
,,,,,
PEQUE Vinos + Tapas Bar & Restaurant,peque-vinos-tapas-bar-and-restaurant-new-york,tapas,4.5,81,10039
,,,,,
Sweet Mama's Soul Food Restaurant & Salad Bar,sweet-mamas-soul-food-restaurant-and-salad-bar-new-york,buffets,4.5,45,10037
,,,,,
Famous Fish Market,famous-fish-market-new-york,seafood,4,136,10030
,,,,,
Fumo,fumo-new-york,pizza,4,84,10031
,,,,,
The Grange Bar and Eatery,the-grange-bar-and-eatery-new-york,bars,3.5,419,10031
,,,,,
Sugar Hill Cafe,sugar-hill-cafe-new-york,coffee,4.5,168,10031
,,,,,
Jacob Restaurant,jacob-restaurant-new-york-3,soulfood,4,223,10027
,,,,,
Harlem Blues Cafe,harlem-blues-cafe-new-york,coffee,4.5,27,10037
,,,,,
Yolanda's Tamales,yolandas-tamales-new-york,mexican,5,27,10031
,,,,,
The Handpulled Noodle,the-handpulled-noodle-new-york,chinese,4,279,10031
,,,,,
Solace Bar and Grill,solace-bar-and-grill-new-york,gastropubs,4,223,10031
,,,,,
Wat's On Your Plate,wats-on-your-plate-new-york-2,caribbean,4,36,10031
,,,,,
Harlem Public,harlem-public-new-york,newamerican,4,603,10031
,,,,,
Chopped Parsley,chopped-parsley-new-york,japanese,4.5,51,10031
,,,,,
Geisha Sushi,geisha-sushi-new-york,japanese,4,175,10031
,,,,,
Falafel Tarboosh,falafel-tarboosh-new-york,falafel,4,74,10031
,,,,,
ROKC,rokc-new-york,ramen,4.5,65,10031
,,,,,
Bono Trattoria,bono-trattoria-new-york,pizza,4,136,10031
,,,,,
Taqueria San Pedro,taqueria-san-pedro-new-york,mexican,4,75,10031
,,,,,
Trufa,trufa-new-york,newamerican,4,233,10031
,,,,,
Texas Star,texas-star-new-york,southern,4.5,21,10031
,,,,,
Tsion Cafe & Bakery,tsion-cafe-and-bakery-new-york,cafes,4.5,81,10031
,,,,,
Chinelos II,chinelos-ii-manhattan,mexican,4,35,10031
,,,,,
Halal Cart,halal-cart-manhattan-28,halal,4.5,15,10032
,,,,,
Sunrise Grill Jamaican Truck,sunrise-grill-jamaican-truck-manhattan,caribbean,4,15,10032
,,,,,
Las Palmas Restaurant,las-palmas-restaurant-new-york-2,mexican,4,97,10032
,,,,,
Tamale Guy,tamale-guy-manhattan,mexican,4.5,8,10032
,,,,,
Sweet Life Pastry,sweet-life-pastry-new-york,bakeries,4.5,67,10032
,,,,,
La Barca Restaurant,la-barca-restaurant-new-york,caribbean,4.5,20,10032
,,,,,
GoGo-Gi,gogo-gi-new-york,korean,4,100,10032
,,,,,
Tasty Deli,tasty-deli-new-york-2,delis,4.5,213,10032
,,,,,
Cherry Tree Gourmet Station,cherry-tree-gourmet-station-new-york,coffee,4.5,57,10032
,,,,,
Tung Thong Thai Restaurant,tung-thong-thai-restaurant-new-york,thai,3.5,176,10032
,,,,,
Marcha Cocina,marcha-cocina-new-york,tapas,4,189,10032
,,,,,
Empanadas Monumental,empanadas-monumental-manhattan,latin,3.5,38,10032
,,,,,
La Fiesta,la-fiesta-new-york,mexican,4,78,10032
,,,,,
Taszo Espresso Bar,taszo-espresso-bar-new-york,cafes,4,180,10032
,,,,,
Malecon Restaurant,malecon-restaurant-new-york-2,latin,4,487,10033
,,,,,
Restaurante La Libertad,restaurante-la-libertad-new-york,salvadoran,4,94,10032
,,,,,
El Floridita,el-floridita-new-york-2,cuban,4,60,10033
,,,,,
Kazza Coffee & Wine Bar,kazza-coffee-and-wine-bar-new-york-3,wine_bars,4.5,59,10033
,,,,,
Pick & Eat,pick-and-eat-new-york,newamerican,3.5,216,10033
,,,,,
Company on Edgecombe,company-on-edgecombe-new-york,bakeries,4.5,30,10032
,,,,,
Cafe Buunni,cafe-buunni-new-york-2,cafes,4,80,10033
,,,,,
The Pandering Pig,the-pandering-pig-new-york,newamerican,4.5,40,10033
,,,,,
Le Chéile,le-chéile-new-york-2,irish,4,252,10033
,,,,,
Saggio,saggio-new-york-2,italian,4,411,10033
,,,,,
Tampopo Ramen,tampopo-ramen-new-york,ramen,4,121,10033
,,,,,
La Cabana Salvadorena,la-cabana-salvadorena-new-york,latin,4,79,10040
,,,,,
Locksmith Burger Bar,locksmith-burger-bar-new-york,wine_bars,4,228,10040
,,,,,
Burger Heights,burger-heights-new-york-2,burgers,4,251,10033
,,,,,
Chicken Ranch,chicken-ranch-new-york,spanish,4,20,10033
,,,,,
Bombonada,bombonada-new-york,dominican,4.5,10,10040
,,,,,
Golan Heights,golan-heights-new-york,mideastern,4.5,55,10033
,,,,,
mood 'wiches,mood-wiches-fort-lee,juicebars,4,107,7024
,,,,,
Busan Gukbap,busan-gukbap-fort-lee,korean,4,66,7024
,,,,,
Cloisters Deli and Grill,cloisters-deli-and-grill-new-york,tradamerican,4.5,11,10034
,,,,,
Tryon Public House,tryon-public-house-new-york,tradamerican,4,202,10040
,,,,,
Cachapas y Mas,cachapas-y-mas-new-york,venezuelan,4,235,10040
,,,,,
Indian Road Cafe,indian-road-cafe-new-york,coffee,4,470,10034
,,,,,
G's Coffee Shop,gs-coffee-shop-new-york,mexican,4.5,46,10034
,,,,,
Garden Cafe,garden-cafe-new-york-3,newamerican,3.5,188,10034
,,,,,
Chocnyc,chocnyc-new-york,desserts,5,46,10034
,,,,,
Pick & Eat,pick-and-eat-new-york-3,newamerican,3.5,35,10034
,,,,,
Guadalupe Restaurant,guadalupe-restaurant-new-york-2,mexican,4,389,10034
,,,,,
Ceniza Restaurant Two,ceniza-restaurant-two-new-york,spanish,4.5,5,10034
,,,,,
Park Terrace Deli,park-terrace-deli-new-york,delis,3.5,48,10034
,,,,,
Beans and Vines,beans-and-vines-new-york,salad,4.5,232,10034
,,,,,
Elsa La Reina Del Chicharron,elsa-la-reina-del-chicharron-new-york,latin,4,74,10034
,,,,,
Junior's Tacos,juniors-tacos-manhattan,tex-mex,3.5,22,10034
,,,,,
Cafe Kolmaro,cafe-kolmaro-manhattan,cafes,4.5,7,10034
,,,,,
John's Fried Chicken,johns-fried-chicken-new-york,dominican,4,44,10034
,,,,,
Corcho Wine Room,corcho-wine-room-new-york,wine_bars,4,116,10034
,,,,,
Broadyke Meat Market,broadyke-meat-market-new-york,meats,5,45,10034
,,,,,
The Park View,the-park-view-new-york,newamerican,3.5,237,10034
,,,,,
7 Tacos Mexican Cuisine,7-tacos-mexican-cuisine-new-york,mexican,4.5,50,10034
,,,,,
Pizza Palace,pizza-palace-new-york,pizza,4.5,76,10034
,,,,,
Love Cafe,love-cafe-new-york,coffee,4.5,97,10029
,,,,,
Rao's,raos-new-york,italian,4.5,116,10029
,,,,,
SpaHa Soul,spaha-soul-new-york,soulfood,4.5,71,10035
,,,,,
Patsy's Pizzeria,patsys-pizzeria-new-york-7,pizza,4,588,10035
,,,,,
Harley's Smokeshack,harleys-smokeshack-new-york-3,bbq,3.5,210,10029
,,,,,
El Kallejon,el-kallejon-new-york,tapas,4.5,130,10035
,,,,,
Lechonera La Isla,lechonera-la-isla-new-york,latin,4.5,34,10035
,,,,,
Polash,polash-new-york,indpak,4,158,10035
,,,,,
Pipo's Mexican Restaurant,pipos-mexican-restaurant-new-york,mexican,4,31,10035
,,,,,
Thai Soup,thai-soup-new-york,thai,4,72,10035
,,,,,
Turco Mediterranean Grill,turco-mediterranean-grill-new-york,mediterranean,4,322,10036
,,,,,
Bareburger,bareburger-new-york-12,burgers,4,513,10036
,,,,,
Gotham West Market,gotham-west-market-new-york,food_court,4,375,10036
,,,,,
City Kitchen,city-kitchen-new-york,food_court,4,313,10036
,,,,,
Dutch Freds,dutch-freds-new-york-2,cocktailbars,4.5,188,10036
,,,,,
Jimbo's Hamburger Palace,jimbos-hamburger-palace-new-york,burgers,3.5,26,10037
,,,,,
Sushi Inoue,sushi-inoue-new-york,sushi,4.5,59,10027
,,,,,
Yuzu,yuzu-new-york,sushi,4,113,10027
,,,,,
B&K French Cuisine,b-and-k-french-cuisine-new-york,french,4.5,32,10027
,,,,,
Babbalucci,babbalucci-new-york,italian,4.5,168,10027
,,,,,
Sylvia's Restaurant,sylvias-restaurant-new-york,southern,3.5,1034,10027
,,,,,
Mott Haven Bar and Grill,mott-haven-bar-and-grill-bronx,bars,4,97,10454
,,,,,
Corner Social,corner-social-new-york-2,tradamerican,3,611,10027
,,,,,
Charlie's Place,charlies-place-new-york,sushi,4,76,10035
,,,,,
Fishmarket Restaurant,fishmarket-restaurant-new-york,seafood,4.5,275,10038
,,,,,
Cafe Patoro,cafe-patoro-new-york,bakeries,4.5,56,10038
,,,,,
Fresh Salt,fresh-salt-new-york,bars,4,301,10038
,,,,,
Barbalu Restaurant,barbalu-restaurant-new-york,italian,4,149,10038
,,,,,
Cowgirl Sea Horse,cowgirl-sea-horse-new-york,tex-mex,3.5,453,10038
,,,,,
Iron Horse NYC,iron-horse-nyc-new-york,divebars,4,297,10038
,,,,,
Thai Sliders & Co,thai-sliders-and-co-new-york-2,thai,4,139,10038
,,,,,
Bonchon,bonchon-new-york-9,korean,3.5,440,10038
,,,,,
Charles' Country Pan Fried Chicken,charles-country-pan-fried-chicken-new-york,southern,4,196,10039
,,,,,
La Nomade Restaurant Cafe and Bakery,la-nomade-restaurant-cafe-and-bakery-manhattan-2,senegalese,4.5,31,10039
,,,,,
La Oaxaquena Restaurant,la-oaxaquena-restaurant-new-york,mexican,4,45,10032
,,,,,
Farafina Café & Lounge Harlem,farafina-café-and-lounge-harlem-new-york-3,african,4,50,10031
,,,,,
Uptown Gourmet Deli,uptown-gourmet-deli-new-york,delis,4.5,15,10032
,,,,,
"Agave Mexican, Spanish & American Grill",agave-mexican-spanish-and-american-grill-new-york,mexican,3.5,48,10031
,,,,,
Broadway Finest Deli,broadway-finest-deli-new-york,delis,4.5,22,10031
,,,,,
New Leaf Restaurant & Bar,new-leaf-restaurant-and-bar-new-york-3,bars,3.5,372,10040
,,,,,
Mamajuana Cafe,mamajuana-cafe-new-york,wine_bars,3,402,10034
,,,,,
Vicky's Diner,vickys-diner-new-york,diners,3.5,54,10033
,,,,,
Fresco's Pizzeria,frescos-pizzeria-new-york,pizza,4,93,10033
,,,,,
Riverwalk Bar & Grill,riverwalk-bar-and-grill-roosevelt-island,tradamerican,3.5,169,10044
,,,,,
The Nuaa,the-nuaa-new-york,thai,4,251,10065
,,,,,
Angkor Cambodian Bistro,angkor-cambodian-bistro-new-york,cambodian,4.5,100,10065
,,,,,
Anable Basin Sailing Bar & Grill,anable-basin-sailing-bar-and-grill-long-island-city,bars,4,92,11101
,,,,,
Aunt Rosie's Restaurant & Diner,aunt-rosies-restaurant-and-diner-long-island-city,diners,4.5,19,11101
,,,,,
John Brown Smokehouse,john-brown-smokehouse-long-island-city-3,bbq,4,507,11101
,,,,,
Nighthawk's Kitchen,nighthawks-kitchen-long-island-city-4,tradamerican,4.5,26,11101
,,,,,
3 Greeks Grill,3-greeks-grill-long-island-city-2,greek,4.5,57,11106
,,,,,
Elim Deli Cafe,elim-deli-cafe-new-york,delis,4.5,53,10065
,,,,,
A La Saigon,a-la-saigon-new-york,vietnamese,3.5,125,10038
,,,,,
French Cafe Gourmand,french-cafe-gourmand-new-york,french,3.5,101,10038
,,,,,
Aroy Dee Thai Kitchen,aroy-dee-thai-kitchen-new-york,thai,3.5,243,10038
,,,,,
Sakura of Japan,sakura-of-japan-new-york,japanese,4,55,10038
,,,,,
Zaitzeff,zaitzeff-new-york,burgers,3,289,10038
,,,,,
Gyrohouse NYC,gyrohouse-nyc-new-york,halal,4,23,10004
,,,,,
Majestic Pizza,majestic-pizza-new-york,pizza,3.5,71,10007
,,,,,
Blue Spoon Coffee,blue-spoon-coffee-new-york-3,cafes,4,159,10038
,,,,,
Open Kitchen,open-kitchen-new-york-4,coffee,3.5,57,10038
,,,,,
Charlys,charlys-new-york,diners,3.5,126,10006
,,,,,
Jackson Hole,jackson-hole-new-york-3,tradamerican,3.5,237,10021
,,,,,
Le Botaniste,le-botaniste-new-york,wine_bars,4.5,106,10065
,,,,,
Pizza Park,pizza-park-new-york,pizza,4,211,10021
,,,,,
Ravagh Persian Grill,ravagh-persian-grill-new-york-3,persian,4,116,10065
,,,,,
Sutton Pizzeria,sutton-pizzeria-new-york,pizza,4,75,10065
,,,,,
Fatty Fish Restaurant,fatty-fish-restaurant-new-york,asianfusion,4,396,10065
,,,,,
The Jeffrey Craft Beer & Bites,the-jeffrey-craft-beer-and-bites-new-york,bars,4,466,10022
,,,,,
El Porron,el-porron-new-york,spanish,4,241,10065
,,,,,
El Rey del Sabor,el-rey-del-sabor-new-york,foodstands,4,67,10021
,,,,,
Wajima Japanese Restaurant,wajima-japanese-restaurant-new-york,japanese,4,248,10021
,,,,,
The Bar Room,the-bar-room-new-york,newamerican,4,265,10022
,,,,,
Shanghai,shanghai-new-york,chinese,3.5,43,10021
,,,,,
Bel Ami,bel-ami-new-york-2,french,4,123,10065
,,,,,
The Spot,the-spot-new-york-4,soup,1,1,10115
,,,,,
Coffee Cart on 120th and Bdwy,coffee-cart-on-120th-and-bdwy-new-york,coffee,3.5,2,10027
,,,,,
Joe Coffee,joe-coffee-new-york-2,coffee,4,182,10027
,,,,,
Liz's Place,lizs-place-new-york,coffee,4,1,10027
,,,,,
Phony Burger,phony-burger-new-york,burgers,3,3,10027
,,,,,
Olive Tree Deli,olive-tree-deli-new-york-2,delis,4,31,10027
,,,,,
Broadway Au Lait,broadway-au-lait-new-york,delis,4,34,10027
,,,,,
Chinese Kabab,chinese-kabab-new-york,foodtrucks,4,1,10027
,,,,,
Everett Cafe,everett-cafe-new-york,theater,3.5,8,10027
,,,,,
Postcrypt Coffeehouse,postcrypt-coffeehouse-manhattan,musicvenues,5,1,10027
,,,,,
BBQ Cart,bbq-cart-new-york,foodtrucks,3.5,2,10027
,,,,,
Culture Tea Bar,culture-tea-bar-new-york,desserts,4.5,78,10027
,,,,,
Soup Spot,soup-spot-new-york,soup,4,238,10001
,,,,,
The Pennsy,the-pennsy-new-york,bars,3.5,174,10121
,,,,,
OCabanon,ocabanon-new-york,french,4,263,10001
,,,,,
VLife,vlife-new-york-2,vegan,4,176,10001
,,,,,
Haymaker Bar and Kitchen,haymaker-bar-and-kitchen-new-york,gastropubs,4,117,10001
,,,,,
Lemony,lemony-new-york,greek,4,39,10001
,,,,,
B & D Halal Restaurant,b-and-d-halal-restaurant-new-york,african,4,41,10001
,,,,,
Till & Sprocket,till-and-sprocket-new-york,newamerican,4,53,10001
,,,,,
Juniper,juniper-new-york,cocktailbars,4,144,10001
,,,,,
Black Iron Burger,black-iron-burger-new-york-3,burgers,4,148,10001
,,,,,
Chicken House,chicken-house-new-york,chicken_wings,4,86,10018
,,,,,
Luna 29 Cafe,luna-29-cafe-new-york,cafes,4.5,76,10001
,,,,,
A Little Taste,a-little-taste-new-york,cafes,4.5,73,10001
,,,,,
District Social,district-social-new-york,bars,4,115,10018
,,,,,
Alpha Fusion,alpha-fusion-new-york-2,asianfusion,4,352,10001
,,,,,
Hoagie's Heros,hoagies-heros-new-york,delis,4.5,27,10128
,,,,,
Naruto Ramen,naruto-ramen-new-york,ramen,3.5,710,10128
,,,,,
Lolita's Kitchen,lolitas-kitchen-new-york,mexican,4,31,10128
,,,,,
Nick's Pizza,nicks-pizza-new-york,italian,4,403,10128
,,,,,
Mughlai Indian Cuisine,mughlai-indian-cuisine-new-york-4,indpak,4.5,177,10128
,,,,,
Drunken Munkey NYC,drunken-munkey-nyc-new-york,indpak,4.5,503,10128
